age,income,home_ownership,emp_length,default_on_file,cred_hist_length,loan_grade,loan_intent,loan_amnt,loan_int_rate,loan_percent_income,loan_status,overdue_times
24,20000.0,RENT,5.0,N,4,B,EDUCATION,8000.0,10.99,0.4,1,1
24,20000.0,RENT,5.0,N,4,B,EDUCATION,8000.0,10.99,0.4,1,1
24,20000.0,RENT,5.0,N,4,B,EDUCATION,8000.0,10.99,0.4,1,1
24,20000.0,RENT,5.0,N,4,B,EDUCATION,8000.0,10.99,0.4,1,1
21,20000.0,RENT,4.0,N,4,B,MEDICAL,8000.0,12.21,0.4,1,1
21,20000.0,RENT,4.0,N,4,B,MEDICAL,8000.0,12.21,0.4,1,1
21,20000.0,RENT,4.0,N,4,B,MEDICAL,8000.0,12.21,0.4,1,1
21,20000.0,RENT,4.0,N,4,B,MEDICAL,8000.0,12.21,0.4,1,1
21,20000.0,RENT,4.0,N,4,B,MEDICAL,8000.0,12.21,0.4,1,1
21,20000.0,RENT,4.0,N,4,B,MEDICAL,8000.0,12.21,0.4,1,1
22,59000.0,MORTGAGE,5.0,N,2,A,MEDICAL,6000.0,,0.1,0,0
22,59000.0,MORTGAGE,5.0,N,2,A,MEDICAL,6000.0,,0.1,0,0
22,59000.0,MORTGAGE,5.0,N,2,A,MEDICAL,6000.0,,0.1,0,0
22,59000.0,MORTGAGE,5.0,N,2,A,MEDICAL,6000.0,,0.1,0,0
22,59000.0,MORTGAGE,5.0,N,2,A,MEDICAL,6000.0,,0.1,0,0
22,59000.0,MORTGAGE,5.0,N,2,A,MEDICAL,6000.0,,0.1,0,0
26,59000.0,MORTGAGE,9.0,N,4,A,PERSONAL,6000.0,7.51,0.1,0,0
26,59000.0,MORTGAGE,9.0,N,4,A,PERSONAL,6000.0,7.51,0.1,0,0
26,59000.0,MORTGAGE,9.0,N,4,A,PERSONAL,6000.0,7.51,0.1,0,0
26,59000.0,MORTGAGE,9.0,N,4,A,PERSONAL,6000.0,7.51,0.1,0,0
26,59000.0,MORTGAGE,9.0,N,4,A,PERSONAL,6000.0,7.51,0.1,0,0
26,59000.0,MORTGAGE,9.0,N,4,A,PERSONAL,6000.0,7.51,0.1,0,0
24,20000.0,RENT,0.0,Y,4,C,MEDICAL,8000.0,12.41,0.4,1,1
24,20000.0,RENT,0.0,Y,4,C,MEDICAL,8000.0,12.41,0.4,1,1
24,20000.0,RENT,0.0,Y,4,C,MEDICAL,8000.0,12.41,0.4,1,1
24,20000.0,RENT,0.0,Y,4,C,MEDICAL,8000.0,12.41,0.4,1,1
24,20000.0,RENT,0.0,Y,4,C,MEDICAL,8000.0,12.41,0.4,1,1
24,20000.0,RENT,0.0,Y,4,C,MEDICAL,8000.0,12.41,0.4,1,1
23,59000.0,MORTGAGE,7.0,N,2,A,PERSONAL,3600.0,7.51,0.06,0,0
23,59000.0,MORTGAGE,7.0,N,2,A,PERSONAL,3600.0,7.51,0.06,0,0
23,59000.0,MORTGAGE,7.0,N,2,A,PERSONAL,3600.0,7.51,0.06,0,0
23,59000.0,MORTGAGE,7.0,N,2,A,PERSONAL,3600.0,7.51,0.06,0,0
23,59000.0,MORTGAGE,7.0,N,2,A,PERSONAL,3600.0,7.51,0.06,0,0
23,59000.0,MORTGAGE,7.0,N,2,A,PERSONAL,3600.0,7.51,0.06,0,0
23,53000.0,MORTGAGE,6.0,N,3,B,DEBTCONSOLIDATION,6000.0,10.65,0.11,1,1
23,53000.0,MORTGAGE,6.0,N,3,B,DEBTCONSOLIDATION,6000.0,10.65,0.11,1,1
23,53000.0,MORTGAGE,6.0,N,3,B,DEBTCONSOLIDATION,6000.0,10.65,0.11,1,1
23,53000.0,MORTGAGE,6.0,N,3,B,DEBTCONSOLIDATION,6000.0,10.65,0.11,1,1
23,53000.0,MORTGAGE,6.0,N,3,B,DEBTCONSOLIDATION,6000.0,10.65,0.11,1,1
23,53000.0,MORTGAGE,6.0,N,3,B,DEBTCONSOLIDATION,6000.0,10.65,0.11,1,1
25,59000.0,MORTGAGE,5.0,N,3,A,HOMEIMPROVEMENT,6000.0,6.99,0.1,0,0
25,59000.0,MORTGAGE,5.0,N,3,A,HOMEIMPROVEMENT,6000.0,6.99,0.1,0,0
25,59000.0,MORTGAGE,5.0,N,3,A,HOMEIMPROVEMENT,6000.0,6.99,0.1,0,0
25,59000.0,MORTGAGE,5.0,N,3,A,HOMEIMPROVEMENT,6000.0,6.99,0.1,0,0
25,59000.0,MORTGAGE,5.0,N,3,A,HOMEIMPROVEMENT,6000.0,6.99,0.1,0,0
25,59000.0,MORTGAGE,5.0,N,3,A,HOMEIMPROVEMENT,6000.0,6.99,0.1,0,0
22,59000.0,MORTGAGE,6.0,N,4,B,EDUCATION,10000.0,10.99,0.17,0,0
22,59000.0,MORTGAGE,6.0,N,4,B,EDUCATION,10000.0,10.99,0.17,0,0
22,59000.0,MORTGAGE,6.0,N,4,B,EDUCATION,10000.0,10.99,0.17,0,0
22,59000.0,MORTGAGE,6.0,N,4,B,EDUCATION,10000.0,10.99,0.17,0,0
22,59000.0,MORTGAGE,6.0,N,4,B,EDUCATION,10000.0,10.99,0.17,0,0
22,59000.0,MORTGAGE,6.0,N,4,B,EDUCATION,10000.0,10.99,0.17,0,0
22,21000.0,RENT,7.0,Y,2,D,EDUCATION,8000.0,16.77,0.38,1,1
22,21000.0,RENT,7.0,Y,2,D,EDUCATION,8000.0,16.77,0.38,1,1
22,21000.0,RENT,7.0,Y,2,D,EDUCATION,8000.0,16.77,0.38,1,1
22,21000.0,RENT,7.0,Y,2,D,EDUCATION,8000.0,16.77,0.38,1,1
22,21000.0,RENT,7.0,Y,2,D,EDUCATION,8000.0,16.77,0.38,1,1
22,21000.0,RENT,7.0,Y,2,D,EDUCATION,8000.0,16.77,0.38,1,1
23,59000.0,MORTGAGE,5.0,N,4,A,EDUCATION,13000.0,5.42,0.22,0,0
23,59000.0,MORTGAGE,5.0,N,4,A,EDUCATION,13000.0,5.42,0.22,0,0
23,59000.0,MORTGAGE,5.0,N,4,A,EDUCATION,13000.0,5.42,0.22,0,0
23,59000.0,MORTGAGE,5.0,N,4,A,EDUCATION,13000.0,5.42,0.22,0,0
23,59000.0,MORTGAGE,5.0,N,4,A,EDUCATION,13000.0,5.42,0.22,0,0
23,59000.0,MORTGAGE,5.0,N,4,A,EDUCATION,13000.0,5.42,0.22,0,0
23,59000.0,MORTGAGE,7.0,N,2,A,VENTURE,2000.0,5.42,0.03,0,0
23,59000.0,MORTGAGE,7.0,N,2,A,VENTURE,2000.0,5.42,0.03,0,0
23,59000.0,MORTGAGE,7.0,N,2,A,VENTURE,2000.0,5.42,0.03,0,0
23,59000.0,MORTGAGE,7.0,N,2,A,VENTURE,2000.0,5.42,0.03,0,0
23,59000.0,MORTGAGE,7.0,N,2,A,VENTURE,2000.0,5.42,0.03,0,0
23,59000.0,MORTGAGE,7.0,N,2,A,VENTURE,2000.0,5.42,0.03,0,0
26,59000.0,MORTGAGE,,N,2,A,VENTURE,7800.0,6.99,0.13,0,0
26,59000.0,MORTGAGE,,N,2,A,VENTURE,7800.0,6.99,0.13,0,0
26,59000.0,MORTGAGE,,N,2,A,VENTURE,7800.0,6.99,0.13,0,0
26,59000.0,MORTGAGE,,N,2,A,VENTURE,7800.0,6.99,0.13,0,0
26,59000.0,MORTGAGE,,N,2,A,VENTURE,7800.0,6.99,0.13,0,0
26,59000.0,MORTGAGE,,N,2,A,VENTURE,7800.0,6.99,0.13,0,0
22,59000.0,MORTGAGE,1.0,N,3,A,MEDICAL,15000.0,5.99,0.25,0,0
22,59000.0,MORTGAGE,1.0,N,3,A,MEDICAL,15000.0,5.99,0.25,0,0
22,59000.0,MORTGAGE,1.0,N,3,A,MEDICAL,15000.0,5.99,0.25,0,0
22,59000.0,MORTGAGE,1.0,N,3,A,MEDICAL,15000.0,5.99,0.25,0,0
22,59000.0,MORTGAGE,1.0,N,3,A,MEDICAL,15000.0,5.99,0.25,0,0
22,59000.0,MORTGAGE,1.0,N,3,A,MEDICAL,15000.0,5.99,0.25,0,0
25,53000.0,MORTGAGE,9.0,N,4,A,MEDICAL,10625.0,,0.2,1,1
25,53000.0,MORTGAGE,9.0,N,4,A,MEDICAL,10625.0,,0.2,1,1
25,53000.0,MORTGAGE,9.0,N,4,A,MEDICAL,10625.0,,0.2,1,1
25,53000.0,MORTGAGE,9.0,N,4,A,MEDICAL,10625.0,,0.2,1,1
25,53000.0,MORTGAGE,9.0,N,4,A,MEDICAL,10625.0,,0.2,1,1
25,53000.0,MORTGAGE,9.0,N,4,A,MEDICAL,10625.0,,0.2,1,1
22,59000.0,MORTGAGE,6.0,N,4,A,DEBTCONSOLIDATION,6400.0,,0.11,0,0
22,59000.0,MORTGAGE,6.0,N,4,A,DEBTCONSOLIDATION,6400.0,,0.11,0,0
22,59000.0,MORTGAGE,6.0,N,4,A,DEBTCONSOLIDATION,6400.0,,0.11,0,0
22,59000.0,MORTGAGE,6.0,N,4,A,DEBTCONSOLIDATION,6400.0,,0.11,0,0
22,59000.0,MORTGAGE,6.0,N,4,A,DEBTCONSOLIDATION,6400.0,,0.11,0,0
22,59000.0,MORTGAGE,6.0,N,4,A,DEBTCONSOLIDATION,6400.0,,0.11,0,0
22,21600.0,RENT,3.0,N,3,B,MEDICAL,8000.0,11.49,0.37,1,1
22,21600.0,RENT,3.0,N,3,B,MEDICAL,8000.0,11.49,0.37,1,1
22,21600.0,RENT,3.0,N,3,B,MEDICAL,8000.0,11.49,0.37,1,1
22,21600.0,RENT,3.0,N,3,B,MEDICAL,8000.0,11.49,0.37,1,1
22,21600.0,RENT,3.0,N,3,B,MEDICAL,8000.0,11.49,0.37,1,1
22,21600.0,RENT,3.0,N,3,B,MEDICAL,8000.0,11.49,0.37,1,1
24,53000.0,MORTGAGE,6.0,N,4,D,MEDICAL,5000.0,15.62,0.09,1,1
24,53000.0,MORTGAGE,6.0,N,4,D,MEDICAL,5000.0,15.62,0.09,1,1
24,53000.0,MORTGAGE,6.0,N,4,D,MEDICAL,5000.0,15.62,0.09,1,1
24,53000.0,MORTGAGE,6.0,N,4,D,MEDICAL,5000.0,15.62,0.09,1,1
24,53000.0,MORTGAGE,6.0,N,4,D,MEDICAL,5000.0,15.62,0.09,1,1
24,53000.0,MORTGAGE,6.0,N,4,D,MEDICAL,5000.0,15.62,0.09,1,1
23,59000.0,MORTGAGE,7.0,N,3,A,EDUCATION,9000.0,8.49,0.15,0,0
23,59000.0,MORTGAGE,7.0,N,3,A,EDUCATION,9000.0,8.49,0.15,0,0
23,59000.0,MORTGAGE,7.0,N,3,A,EDUCATION,9000.0,8.49,0.15,0,0
23,59000.0,MORTGAGE,7.0,N,3,A,EDUCATION,9000.0,8.49,0.15,0,0
23,59000.0,MORTGAGE,7.0,N,3,A,EDUCATION,9000.0,8.49,0.15,0,0
23,59000.0,MORTGAGE,7.0,N,3,A,EDUCATION,9000.0,8.49,0.15,0,0
21,53000.0,MORTGAGE,4.0,N,2,A,PERSONAL,14400.0,7.49,0.27,1,1
21,53000.0,MORTGAGE,4.0,N,2,A,PERSONAL,14400.0,7.49,0.27,1,1
21,53000.0,MORTGAGE,4.0,N,2,A,PERSONAL,14400.0,7.49,0.27,1,1
21,53000.0,MORTGAGE,4.0,N,2,A,PERSONAL,14400.0,7.49,0.27,1,1
21,53000.0,MORTGAGE,4.0,N,2,A,PERSONAL,14400.0,7.49,0.27,1,1
21,53000.0,MORTGAGE,4.0,N,2,A,PERSONAL,14400.0,7.49,0.27,1,1
25,21996.0,RENT,3.0,Y,2,C,HOMEIMPROVEMENT,8000.0,13.98,0.36,1,1
25,21996.0,RENT,3.0,Y,2,C,HOMEIMPROVEMENT,8000.0,13.98,0.36,1,1
25,21996.0,RENT,3.0,Y,2,C,HOMEIMPROVEMENT,8000.0,13.98,0.36,1,1
25,21996.0,RENT,3.0,Y,2,C,HOMEIMPROVEMENT,8000.0,13.98,0.36,1,1
25,21996.0,RENT,3.0,Y,2,C,HOMEIMPROVEMENT,8000.0,13.98,0.36,1,1
25,21996.0,RENT,3.0,Y,2,C,HOMEIMPROVEMENT,8000.0,13.98,0.36,1,1
24,22100.0,RENT,4.0,N,2,C,EDUCATION,8000.0,13.23,0.36,1,1
24,22100.0,RENT,4.0,N,2,C,EDUCATION,8000.0,13.23,0.36,1,1
24,22100.0,RENT,4.0,N,2,C,EDUCATION,8000.0,13.23,0.36,1,1
24,22100.0,RENT,4.0,N,2,C,EDUCATION,8000.0,13.23,0.36,1,1
24,22100.0,RENT,4.0,N,2,C,EDUCATION,8000.0,13.23,0.36,1,1
24,22100.0,RENT,4.0,N,2,C,EDUCATION,8000.0,13.23,0.36,1,1
22,59000.0,MORTGAGE,1.0,N,4,A,EDUCATION,13375.0,6.92,0.23,0,0
22,59000.0,MORTGAGE,1.0,N,4,A,EDUCATION,13375.0,6.92,0.23,0,0
22,59000.0,MORTGAGE,1.0,N,4,A,EDUCATION,13375.0,6.92,0.23,0,0
22,59000.0,MORTGAGE,1.0,N,4,A,EDUCATION,13375.0,6.92,0.23,0,0
22,59000.0,MORTGAGE,1.0,N,4,A,EDUCATION,13375.0,6.92,0.23,0,0
22,59000.0,MORTGAGE,1.0,N,4,A,EDUCATION,13375.0,6.92,0.23,0,0
22,53000.0,MORTGAGE,6.0,N,3,C,EDUCATION,25000.0,13.8,0.47,1,1
22,53000.0,MORTGAGE,6.0,N,3,C,EDUCATION,25000.0,13.8,0.47,1,1
22,53000.0,MORTGAGE,6.0,N,3,C,EDUCATION,25000.0,13.8,0.47,1,1
22,53000.0,MORTGAGE,6.0,N,3,C,EDUCATION,25000.0,13.8,0.47,1,1
22,53000.0,MORTGAGE,6.0,N,3,C,EDUCATION,25000.0,13.8,0.47,1,1
22,53000.0,MORTGAGE,6.0,N,3,C,EDUCATION,25000.0,13.8,0.47,1,1
24,23000.0,RENT,0.0,N,4,C,HOMEIMPROVEMENT,8000.0,13.49,0.35,1,1
24,23000.0,RENT,0.0,N,4,C,HOMEIMPROVEMENT,8000.0,13.49,0.35,1,1
24,23000.0,RENT,0.0,N,4,C,HOMEIMPROVEMENT,8000.0,13.49,0.35,1,1
24,23000.0,RENT,0.0,N,4,C,HOMEIMPROVEMENT,8000.0,13.49,0.35,1,1
24,23000.0,RENT,0.0,N,4,C,HOMEIMPROVEMENT,8000.0,13.49,0.35,1,1
24,23000.0,RENT,0.0,N,4,C,HOMEIMPROVEMENT,8000.0,13.49,0.35,1,1
25,23000.0,RENT,,Y,2,D,HOMEIMPROVEMENT,8000.0,14.46,0.35,1,1
25,23000.0,RENT,,Y,2,D,HOMEIMPROVEMENT,8000.0,14.46,0.35,1,1
25,23000.0,RENT,,Y,2,D,HOMEIMPROVEMENT,8000.0,14.46,0.35,1,1
25,23000.0,RENT,,Y,2,D,HOMEIMPROVEMENT,8000.0,14.46,0.35,1,1
25,23000.0,RENT,,Y,2,D,HOMEIMPROVEMENT,8000.0,14.46,0.35,1,1
25,23000.0,RENT,,Y,2,D,HOMEIMPROVEMENT,8000.0,14.46,0.35,1,1
23,23148.0,RENT,0.0,N,4,B,DEBTCONSOLIDATION,8000.0,,0.35,1,1
23,23148.0,RENT,0.0,N,4,B,DEBTCONSOLIDATION,8000.0,,0.35,1,1
23,23148.0,RENT,0.0,N,4,B,DEBTCONSOLIDATION,8000.0,,0.35,1,1
23,23148.0,RENT,0.0,N,4,B,DEBTCONSOLIDATION,8000.0,,0.35,1,1
23,23148.0,RENT,0.0,N,4,B,DEBTCONSOLIDATION,8000.0,,0.35,1,1
23,23148.0,RENT,0.0,N,4,B,DEBTCONSOLIDATION,8000.0,,0.35,1,1
22,23400.0,RENT,2.0,N,2,A,MEDICAL,8000.0,8.59,0.34,1,1
22,23400.0,RENT,2.0,N,2,A,MEDICAL,8000.0,8.59,0.34,1,1
22,23400.0,RENT,2.0,N,2,A,MEDICAL,8000.0,8.59,0.34,1,1
22,23400.0,RENT,2.0,N,2,A,MEDICAL,8000.0,8.59,0.34,1,1
22,23400.0,RENT,2.0,N,2,A,MEDICAL,8000.0,8.59,0.34,1,1
22,23400.0,RENT,2.0,N,2,A,MEDICAL,8000.0,8.59,0.34,1,1
22,59000.0,MORTGAGE,4.0,N,4,A,EDUCATION,20000.0,6.91,0.34,0,0
22,59000.0,MORTGAGE,4.0,N,4,A,EDUCATION,20000.0,6.91,0.34,0,0
22,59000.0,MORTGAGE,4.0,N,4,A,EDUCATION,20000.0,6.91,0.34,0,0
22,59000.0,MORTGAGE,4.0,N,4,A,EDUCATION,20000.0,6.91,0.34,0,0
22,59000.0,MORTGAGE,4.0,N,4,A,EDUCATION,20000.0,6.91,0.34,0,0
22,59000.0,MORTGAGE,4.0,N,4,A,EDUCATION,20000.0,6.91,0.34,0,0
22,24000.0,RENT,0.0,N,2,A,EDUCATION,8000.0,,0.33,1,1
22,24000.0,RENT,0.0,N,2,A,EDUCATION,8000.0,,0.33,1,1
22,24000.0,RENT,0.0,N,2,A,EDUCATION,8000.0,,0.33,1,1
22,24000.0,RENT,0.0,N,2,A,EDUCATION,8000.0,,0.33,1,1
22,24000.0,RENT,0.0,N,2,A,EDUCATION,8000.0,,0.33,1,1
22,24000.0,RENT,0.0,N,2,A,EDUCATION,8000.0,,0.33,1,1
24,59000.0,MORTGAGE,5.0,N,4,A,PERSONAL,8000.0,6.54,0.14,0,0
24,59000.0,MORTGAGE,5.0,N,4,A,PERSONAL,8000.0,6.54,0.14,0,0
24,59000.0,MORTGAGE,5.0,N,4,A,PERSONAL,8000.0,6.54,0.14,0,0
24,59000.0,MORTGAGE,5.0,N,4,A,PERSONAL,8000.0,6.54,0.14,0,0
24,59000.0,MORTGAGE,5.0,N,4,A,PERSONAL,8000.0,6.54,0.14,0,0
24,59000.0,MORTGAGE,5.0,N,4,A,PERSONAL,8000.0,6.54,0.14,0,0
25,59000.0,OWN,6.0,N,2,A,HOMEIMPROVEMENT,5000.0,6.17,0.08,0,0
25,59000.0,OWN,6.0,N,2,A,HOMEIMPROVEMENT,5000.0,6.17,0.08,0,0
25,59000.0,OWN,6.0,N,2,A,HOMEIMPROVEMENT,5000.0,6.17,0.08,0,0
25,59000.0,OWN,6.0,N,2,A,HOMEIMPROVEMENT,5000.0,6.17,0.08,0,0
25,59000.0,OWN,6.0,N,2,A,HOMEIMPROVEMENT,5000.0,6.17,0.08,0,0
25,59000.0,OWN,6.0,N,2,A,HOMEIMPROVEMENT,5000.0,6.17,0.08,0,0
23,24000.0,RENT,7.0,N,2,A,PERSONAL,8000.0,7.29,0.33,1,1
23,24000.0,RENT,7.0,N,2,A,PERSONAL,8000.0,7.29,0.33,1,1
23,24000.0,RENT,7.0,N,2,A,PERSONAL,8000.0,7.29,0.33,1,1
23,24000.0,RENT,7.0,N,2,A,PERSONAL,8000.0,7.29,0.33,1,1
23,24000.0,RENT,7.0,N,2,A,PERSONAL,8000.0,7.29,0.33,1,1
23,24000.0,RENT,7.0,N,2,A,PERSONAL,8000.0,7.29,0.33,1,1
21,59000.0,MORTGAGE,5.0,N,4,B,PERSONAL,5600.0,11.49,0.09,0,0
21,59000.0,MORTGAGE,5.0,N,4,B,PERSONAL,5600.0,11.49,0.09,0,0
21,59000.0,MORTGAGE,5.0,N,4,B,PERSONAL,5600.0,11.49,0.09,0,0
21,59000.0,MORTGAGE,5.0,N,4,B,PERSONAL,5600.0,11.49,0.09,0,0
21,59000.0,MORTGAGE,5.0,N,4,B,PERSONAL,5600.0,11.49,0.09,0,0
21,59000.0,MORTGAGE,5.0,N,4,B,PERSONAL,5600.0,11.49,0.09,0,0
25,59000.0,MORTGAGE,7.0,N,3,B,EDUCATION,25000.0,10.62,0.42,0,0
25,59000.0,MORTGAGE,7.0,N,3,B,EDUCATION,25000.0,10.62,0.42,0,0
25,59000.0,MORTGAGE,7.0,N,3,B,EDUCATION,25000.0,10.62,0.42,0,0
25,59000.0,MORTGAGE,7.0,N,3,B,EDUCATION,25000.0,10.62,0.42,0,0
25,59000.0,MORTGAGE,7.0,N,3,B,EDUCATION,25000.0,10.62,0.42,0,0
25,59000.0,MORTGAGE,7.0,N,3,B,EDUCATION,25000.0,10.62,0.42,0,0
26,59000.0,MORTGAGE,4.0,N,2,B,EDUCATION,3500.0,10.99,0.06,0,0
26,59000.0,MORTGAGE,4.0,N,2,B,EDUCATION,3500.0,10.99,0.06,0,0
26,59000.0,MORTGAGE,4.0,N,2,B,EDUCATION,3500.0,10.99,0.06,0,0
26,59000.0,MORTGAGE,4.0,N,2,B,EDUCATION,3500.0,10.99,0.06,0,0
26,59000.0,MORTGAGE,4.0,N,2,B,EDUCATION,3500.0,10.99,0.06,0,0
26,59000.0,MORTGAGE,4.0,N,2,B,EDUCATION,3500.0,10.99,0.06,0,0
26,25000.0,RENT,1.0,N,4,B,MEDICAL,8000.0,11.71,0.32,1,1
26,25000.0,RENT,1.0,N,4,B,MEDICAL,8000.0,11.71,0.32,1,1
26,25000.0,RENT,1.0,N,4,B,MEDICAL,8000.0,11.71,0.32,1,1
26,25000.0,RENT,1.0,N,4,B,MEDICAL,8000.0,11.71,0.32,1,1
26,25000.0,RENT,1.0,N,4,B,MEDICAL,8000.0,11.71,0.32,1,1
26,25000.0,RENT,1.0,N,4,B,MEDICAL,8000.0,11.71,0.32,1,1
25,25000.0,RENT,1.0,N,3,B,HOMEIMPROVEMENT,8000.0,12.42,0.32,1,1
25,25000.0,RENT,1.0,N,3,B,HOMEIMPROVEMENT,8000.0,12.42,0.32,1,1
25,25000.0,RENT,1.0,N,3,B,HOMEIMPROVEMENT,8000.0,12.42,0.32,1,1
25,25000.0,RENT,1.0,N,3,B,HOMEIMPROVEMENT,8000.0,12.42,0.32,1,1
25,25000.0,RENT,1.0,N,3,B,HOMEIMPROVEMENT,8000.0,12.42,0.32,1,1
25,25000.0,RENT,1.0,N,3,B,HOMEIMPROVEMENT,8000.0,12.42,0.32,1,1
22,25000.0,RENT,4.0,N,4,B,VENTURE,8000.0,10.74,0.32,1,1
22,25000.0,RENT,4.0,N,4,B,VENTURE,8000.0,10.74,0.32,1,1
22,25000.0,RENT,4.0,N,4,B,VENTURE,8000.0,10.74,0.32,1,1
22,25000.0,RENT,4.0,N,4,B,VENTURE,8000.0,10.74,0.32,1,1
22,25000.0,RENT,4.0,N,4,B,VENTURE,8000.0,10.74,0.32,1,1
22,25000.0,RENT,4.0,N,4,B,VENTURE,8000.0,10.74,0.32,1,1
23,59000.0,MORTGAGE,0.0,N,2,B,EDUCATION,21600.0,11.89,0.37,0,0
23,59000.0,MORTGAGE,0.0,N,2,B,EDUCATION,21600.0,11.89,0.37,0,0
23,59000.0,MORTGAGE,0.0,N,2,B,EDUCATION,21600.0,11.89,0.37,0,0
23,59000.0,MORTGAGE,0.0,N,2,B,EDUCATION,21600.0,11.89,0.37,0,0
23,59000.0,MORTGAGE,0.0,N,2,B,EDUCATION,21600.0,11.89,0.37,0,0
23,59000.0,MORTGAGE,0.0,N,2,B,EDUCATION,21600.0,11.89,0.37,0,0
23,25000.0,RENT,6.0,Y,4,C,PERSONAL,8000.0,13.61,0.32,1,1
23,25000.0,RENT,6.0,Y,4,C,PERSONAL,8000.0,13.61,0.32,1,1
23,25000.0,RENT,6.0,Y,4,C,PERSONAL,8000.0,13.61,0.32,1,1
23,25000.0,RENT,6.0,Y,4,C,PERSONAL,8000.0,13.61,0.32,1,1
23,25000.0,RENT,6.0,Y,4,C,PERSONAL,8000.0,13.61,0.32,1,1
23,25000.0,RENT,6.0,Y,4,C,PERSONAL,8000.0,13.61,0.32,1,1
22,25000.0,RENT,6.0,N,2,B,EDUCATION,8000.0,11.36,0.32,1,1
22,25000.0,RENT,6.0,N,2,B,EDUCATION,8000.0,11.36,0.32,1,1
22,25000.0,RENT,6.0,N,2,B,EDUCATION,8000.0,11.36,0.32,1,1
22,25000.0,RENT,6.0,N,2,B,EDUCATION,8000.0,11.36,0.32,1,1
22,25000.0,RENT,6.0,N,2,B,EDUCATION,8000.0,11.36,0.32,1,1
22,25000.0,RENT,6.0,N,2,B,EDUCATION,8000.0,11.36,0.32,1,1
26,59000.0,MORTGAGE,7.0,N,2,B,HOMEIMPROVEMENT,500.0,9.76,0.01,0,0
26,59000.0,MORTGAGE,7.0,N,2,B,HOMEIMPROVEMENT,500.0,9.76,0.01,0,0
26,59000.0,MORTGAGE,7.0,N,2,B,HOMEIMPROVEMENT,500.0,9.76,0.01,0,0
26,59000.0,MORTGAGE,7.0,N,2,B,HOMEIMPROVEMENT,500.0,9.76,0.01,0,0
26,59000.0,MORTGAGE,7.0,N,2,B,HOMEIMPROVEMENT,500.0,9.76,0.01,0,0
26,59000.0,MORTGAGE,7.0,N,2,B,HOMEIMPROVEMENT,500.0,9.76,0.01,0,0
25,59000.0,MORTGAGE,6.0,N,3,A,MEDICAL,5100.0,8.32,0.09,0,0
25,59000.0,MORTGAGE,6.0,N,3,A,MEDICAL,5100.0,8.32,0.09,0,0
25,59000.0,MORTGAGE,6.0,N,3,A,MEDICAL,5100.0,8.32,0.09,0,0
25,59000.0,MORTGAGE,6.0,N,3,A,MEDICAL,5100.0,8.32,0.09,0,0
25,59000.0,MORTGAGE,6.0,N,3,A,MEDICAL,5100.0,8.32,0.09,0,0
25,59000.0,MORTGAGE,6.0,N,3,A,MEDICAL,5100.0,8.32,0.09,0,0
23,59004.0,OWN,3.0,N,3,A,VENTURE,4000.0,6.99,0.07,0,0
23,59004.0,OWN,3.0,N,3,A,VENTURE,4000.0,6.99,0.07,0,0
23,59004.0,OWN,3.0,N,3,A,VENTURE,4000.0,6.99,0.07,0,0
23,59004.0,OWN,3.0,N,3,A,VENTURE,4000.0,6.99,0.07,0,0
23,59004.0,OWN,3.0,N,3,A,VENTURE,4000.0,6.99,0.07,0,0
23,59004.0,OWN,3.0,N,3,A,VENTURE,4000.0,6.99,0.07,0,0
23,25200.0,RENT,1.0,N,4,C,DEBTCONSOLIDATION,8000.0,12.73,0.32,1,1
23,25200.0,RENT,1.0,N,4,C,DEBTCONSOLIDATION,8000.0,12.73,0.32,1,1
23,25200.0,RENT,1.0,N,4,C,DEBTCONSOLIDATION,8000.0,12.73,0.32,1,1
23,25200.0,RENT,1.0,N,4,C,DEBTCONSOLIDATION,8000.0,12.73,0.32,1,1
23,25200.0,RENT,1.0,N,4,C,DEBTCONSOLIDATION,8000.0,12.73,0.32,1,1
23,25200.0,RENT,1.0,N,4,C,DEBTCONSOLIDATION,8000.0,12.73,0.32,1,1
26,59020.0,MORTGAGE,10.0,N,2,B,PERSONAL,7000.0,10.0,0.12,0,0
26,59020.0,MORTGAGE,10.0,N,2,B,PERSONAL,7000.0,10.0,0.12,0,0
26,59020.0,MORTGAGE,10.0,N,2,B,PERSONAL,7000.0,10.0,0.12,0,0
26,59020.0,MORTGAGE,10.0,N,2,B,PERSONAL,7000.0,10.0,0.12,0,0
26,59020.0,MORTGAGE,10.0,N,2,B,PERSONAL,7000.0,10.0,0.12,0,0
26,59020.0,MORTGAGE,10.0,N,2,B,PERSONAL,7000.0,10.0,0.12,0,0
22,26000.0,RENT,0.0,N,4,B,EDUCATION,8000.0,11.99,0.31,1,1
22,26000.0,RENT,0.0,N,4,B,EDUCATION,8000.0,11.99,0.31,1,1
22,26000.0,RENT,0.0,N,4,B,EDUCATION,8000.0,11.99,0.31,1,1
22,26000.0,RENT,0.0,N,4,B,EDUCATION,8000.0,11.99,0.31,1,1
22,26000.0,RENT,0.0,N,4,B,EDUCATION,8000.0,11.99,0.31,1,1
22,26000.0,RENT,0.0,N,4,B,EDUCATION,8000.0,11.99,0.31,1,1
25,26000.0,RENT,4.0,N,4,C,MEDICAL,8000.0,12.87,0.31,1,1
25,26000.0,RENT,4.0,N,4,C,MEDICAL,8000.0,12.87,0.31,1,1
